text,url
@GoldenBoyWins Man is all class,twitter.com/anyuser/status/717203032170172416
"@bakes8 haha it's one of those, if you have a wide open layin we obviously will take it."" But putting Jenkins there was intentional.",twitter.com/anyuser/status/717203032770027521
"What if Nora Ephron's mother actually said ""Everything is coffee""? #Noraephron #Phoebeephron #Henryephron #EverythingIsCopy",twitter.com/anyuser/status/717203032849719297
I look like a rat  https://t.co/rlc67D7GFm,twitter.com/anyuser/status/717203033164218372
@hornets   Is next https://t.co/y2SKAjFvCq,twitter.com/anyuser/status/717203032316968962
Hopefully King Phil can help me cope with that loss,twitter.com/anyuser/status/717203032874856452
Reminds me: I had a long talk with my barber last week about licensing.  https://t.co/HlnPEtgnyp,twitter.com/anyuser/status/717203032967143425
"11:11, and I wish for continuance of recovery",twitter.com/anyuser/status/717203033294241792
anybody wanna hear a song right quick?,twitter.com/anyuser/status/717203024863707136
@_NIASHELL I just be lost,twitter.com/anyuser/status/717203022556823553
Lol yea that tweets extremely accurate,twitter.com/anyuser/status/717203033373941762
I straight dont watch college basketball i knew they was gone win simply bc everyone thought unc was https://t.co/afhVwZ6sV8,twitter.com/anyuser/status/717203033298436096
@Iammoniqueeeee awh :( have u tried asking tita?,twitter.com/anyuser/status/717203032849694720
"Looking for a #rental #villa in #phuket? We offer #Villas with 3,4,5,6 Bd, Your #choice. https://t.co/HxkpKV7RfP https://t.co/t7TXmvCRUi",twitter.com/anyuser/status/717203032572715008
@TiffanyAlvord All the Time?,twitter.com/anyuser/status/717203033881460736
OKAY BUT I THINK IM GOING BACK TO BLONDE THIS WEEK BEFAUSE I MISS IT SO MUCH,twitter.com/anyuser/status/717203034032488448
"@CyWa77 @marchmadness No, I don't think so.",twitter.com/anyuser/status/717203033143320576
Dad &amp; I had a better relationship when he let me make fashion choices or tried to be in a boy band (frosted tips??) https://t.co/UUEV1hoz4Q,twitter.com/anyuser/status/717203030337265664
"I'm out...
https://t.co/KzPMUMoI6e",twitter.com/anyuser/status/717203033969414144
Lol she aint got no jumper she got a stander https://t.co/dSjfNQalTv,twitter.com/anyuser/status/717203033248161792
@A_Spreitzer22 they're not making the playoffs,twitter.com/anyuser/status/717203034238021632
@SarahBoison okay I gave in. Here's my powerpuff girl @cartoonnetwork https://t.co/M3O8Tn3zY0,twitter.com/anyuser/status/717203031935332356
God damnit just fuck off you fucking ruined everything,twitter.com/anyuser/status/717203034275770368
Titans 1 yard short in the Super Bowl or the phantom PI call on Miami in the fiesta bowl  https://t.co/NDC8888hb5,twitter.com/anyuser/status/717203034858766336
Most heartbreaking thing is that I didn't get to watch the game tonight... college sucks,twitter.com/anyuser/status/717203035051663360
shaking cause I'm so mad,twitter.com/anyuser/status/717203035290779649
@_amissum you're different,twitter.com/anyuser/status/717203035630485505
@CHASE_THESAVAGE Haha he won with crap teams which is impressive but I agree. Not top 4. Cal needs at least 2 more natties,twitter.com/anyuser/status/717203035252998145
@Ii0ness what kind of product did you use to get it back to normal ?,twitter.com/anyuser/status/717203035261378561
@Themadfadder @jackbernhardt80 @the_real_mj83 @NelsonLodge fad are you feeling okay?,twitter.com/anyuser/status/717203035231916036
Congratulations Jay Wright.,twitter.com/anyuser/status/717203035403976706
#Maraton24HrsMusica #3_ _  #Dile @imponentevj @mikemiramontexz kon @ALAIN_LUNA95 x @lamejorgdl @obsesionadasvj @ramonimponente @memurriass,twitter.com/anyuser/status/717203035609497601
@jimenez_daisy_ @Huertaa_adriana lmfao at nana when she said are you mad at me REMEMBER,twitter.com/anyuser/status/717203035773149185
From a passing car or from 2 feet from a strangers face?! I just don't understand it.,twitter.com/anyuser/status/717203035601166336
I hate being ignored...,twitter.com/anyuser/status/717203036230254597
This face wash&gt; clearing up my skin:),twitter.com/anyuser/status/717203036997873665
@SavageM_ ion fuck with him,twitter.com/anyuser/status/717203037035618305
11:11 idk ppl stop being bitches,twitter.com/anyuser/status/717203036876185600
@frgrab_frank You are so right Lone Ranger! Such an easy peaceful feeling so I cannot understand why it's disappearing!,twitter.com/anyuser/status/717203037035454464
Mt heart goes out to this team in particular man https://t.co/mLORG2kBLP,twitter.com/anyuser/status/717203037337567232
dUmb duMb dUmB,twitter.com/anyuser/status/717203037522145282
This one wins. https://t.co/jtQomiEnRQ,twitter.com/anyuser/status/717203037438263296
@jellis23456 there's an avalanche in redwood?!,twitter.com/anyuser/status/717203037719277570
"I don't give a fuck, im going to still buy there stuff -Daddy",twitter.com/anyuser/status/717203038189064197
CAROLINA FANS IN HIBERNATION,twitter.com/anyuser/status/717203038172262401
ScHoolboy Q just went ape shit on Groovy Q.,twitter.com/anyuser/status/717203038436466688
I have the worst luck,twitter.com/anyuser/status/717203038612627456
Meet the women behind Disney's 'Zootopia' who are changing the animation world https://t.co/c11il7X929 via @thisisfusion #this,twitter.com/anyuser/status/717203038096781313
It's insane that one shot like that will change that guy's life forever.,twitter.com/anyuser/status/717203038663008259
"Also to meet my girlfriend, how is it when I've nothing now? I might say 'Love' is not enough without money, agree? Some needs to buy.",twitter.com/anyuser/status/717203037824135169
@EunoWhoIBe y'all weren't giving 2ne1 a chance to come back. Look how long Bom went into hiding.,twitter.com/anyuser/status/717203038415491073
Dear diary...it's not a freaking phase. https://t.co/zh62frhLV6,twitter.com/anyuser/status/717203038277074944
over being treated like shit by so many people.,twitter.com/anyuser/status/717203036624580609
self pity is so annoying stfu bitch,twitter.com/anyuser/status/717203039107604482
"You can breathe, you can blink, you can cry!  :')",twitter.com/anyuser/status/717203039199830017
@Adan420_ @evelynncastroo @Pevchez playing with mine and peaches feelings,twitter.com/anyuser/status/717203038751047680
"Sometimes you have to stop worrying. Have faith that things will work out, maybe not how you planned, but just how they're supposed to.",twitter.com/anyuser/status/717203039367602176
@whoisjayZo mane you in the park?,twitter.com/anyuser/status/717203038075805698
@alexisfunky1235 let's just not be adults ;~;,twitter.com/anyuser/status/717203039694811137
"Jake, about his dog, Jeffers: ""he's basically just a carpet with a nose""",twitter.com/anyuser/status/717203040294535168
@Ebreezy56 feels bro.. junior year I lost Suffolk county championship on last play of the game,twitter.com/anyuser/status/717203040269373440
Still cracking up that Diane was so drunk she had to go home at 4.,twitter.com/anyuser/status/717203040311361536
One day it'll be me!! https://t.co/4aAmoUXqt1,twitter.com/anyuser/status/717203039489101825
Manor Racing https://t.co/pfypB4Pa05,twitter.com/anyuser/status/717203039829016576
I'm really mad rn,twitter.com/anyuser/status/717203039069872130
@EPADLA you spelled bible wrong,twitter.com/anyuser/status/717203040965566464
We all have our problems. We've all come a long way. No such thing as better. Stop complaining and start living.,twitter.com/anyuser/status/717203041280266241
Come see the show I'm in!!! April 15 &amp; 16 at 7pm and April 17 at 1pm. Tickets are $14. @ MTYP https://t.co/n4SEWJqnsi,twitter.com/anyuser/status/717203041200562176
All time classic wtf https://t.co/UHg6sonmk4,twitter.com/anyuser/status/717203041401888771
@Ktens @edbott *shrug*,twitter.com/anyuser/status/717203041531916289
"""OH DAMN NIGGA YOU WANNA FJDKDF"" im done https://t.co/b1QYqSO07l",twitter.com/anyuser/status/717203041825456128
@DjVenomZM it's rough bro,twitter.com/anyuser/status/717203042203013122
Every shot Phil booth shot was nothing but the bottom of the net,twitter.com/anyuser/status/717203040940527617
"@phillysdon04 Cool, thanks! Have you tried Lyft yet? If not, use promo code LYFTONTWITTER for $50 in free Lyft rides :)",twitter.com/anyuser/status/717203041955360768
Unless your boyfriend is ray rice... https://t.co/dTyLSHnB3d,twitter.com/anyuser/status/717203030626680836
"No, not at all  https://t.co/amjaS5fnDW",twitter.com/anyuser/status/717203042395951104
People trash talk others who trash talk others..... Where's the logic tho,twitter.com/anyuser/status/717203042836299777
"""The greater the gap between the way you see yourself and the way you would like to be, the more tension and anxiety you will experience.""",twitter.com/anyuser/status/717203042718904321
I just logged into my bank account thinking I had about $12 but I had $215??? Truly #blessed.. And confused,twitter.com/anyuser/status/717203042630832128
"Good lord, those poor souls https://t.co/gtnYxUtOWN",twitter.com/anyuser/status/717203039837372416
I really wish I lived in NYC,twitter.com/anyuser/status/717203043704512512
I've lived wrong for so long,twitter.com/anyuser/status/717203044186718209
@Zaclee_nyc Absolutely.,twitter.com/anyuser/status/717203044153200640
@Juliecleslie I bought it in Texas and I can't find the receipt!:( the shit is I even asked the lady if it's gunna be on there and she,twitter.com/anyuser/status/717203044010692613
"""I've been a Villanova fan sinc..."" https://t.co/C0r22K69Xt",twitter.com/anyuser/status/717203042358022145
@deutschmarine @Brocktoon23 @snackmantis at least Zona backed it up and won the whole damn thing and KU had injuries,twitter.com/anyuser/status/717203043767480320
Pussy,twitter.com/anyuser/status/717203044597948417
Love making plans with my best friends. 2 weeks can't go by fast enough,twitter.com/anyuser/status/717203044480495616
Goa is readyfor change people taking interest inCorner meetings of AAP happening all around @abhashchandela @AAPGoa https://t.co/w9Upd3wtSS,twitter.com/anyuser/status/717203044199477248
@KySportsRadio had that shot been against Duke coach K would have grabbed Jenkins and told him not to celebrate that he was better than that,twitter.com/anyuser/status/717203044711182337
"Compass Group USA #Healthcare : PRN CLINICAL DIETITIAN / ASHEVILLE, NC (#Columbus, NC) https://t.co/W9CRr2Xgkq #jobhunt #Hiring",twitter.com/anyuser/status/717203044627259394
look both ways before you cross me.,twitter.com/anyuser/status/717203045126381569
Lol that I got first in my completely horrendous bracket https://t.co/yCbMb0JRcV,twitter.com/anyuser/status/717203042286878722
I need a kershaw jersey,twitter.com/anyuser/status/717203045323522050
"@NETONlKA darling, what is bold blood????",twitter.com/anyuser/status/717203044669210624
@MeanJoe76 y'all are silly. Probably all Kansas bias,twitter.com/anyuser/status/717203045738758147
@imkdawg #heykelsey how did you and your gf meet and why are you guys the cutest couple ever,twitter.com/anyuser/status/717203045529083908
I really don't know how I feel about changing my last name for a man.,twitter.com/anyuser/status/717203045990408192
city claiming happens everywhere b/c ppl say that they're from ATL &amp; live a smooth 30-40 minutes down the highway,twitter.com/anyuser/status/717203045914951681
"Exclusive video https://t.co/Mm7E8qlrUA 
Follow PLZ https://t.co/5Ow5eoNC0Z 
 @SuhilaBnLachhab
#MarcusPaige #RawAfterMania #LHHATL",twitter.com/anyuser/status/717203045982081024
"Im still not sure if crying Jordan meme is the best or worst thing ever. It's one of the two, no in between..",twitter.com/anyuser/status/717203045684273153
dude I have such a big heart and it sucks sometimes,twitter.com/anyuser/status/717203045893939201
@Baailleyyyyy @ivanagserratos that was me,twitter.com/anyuser/status/717203046623801344
@T_Q_Wright41 of course. Times New Roman work?,twitter.com/anyuser/status/717203046917402624
Not the best I got and sure don't need to study anymore to be a fan https://t.co/gkdh2IlqdH,twitter.com/anyuser/status/717203046099509251
"Found using ""Uplifting Psalms Daily"" by @RobotiCode for #iOS #Android #Kindle Fire

Psalm 40 : 5:
https://t.co/gzTP4LtZZw",twitter.com/anyuser/status/717203046422487041
Cried cause @JudyKuhn1 slaying as @melissamccarthy voice on Fallon,twitter.com/anyuser/status/717203047005466627
YAS 2 MORE PAPERS,twitter.com/anyuser/status/717203047022247937
@Quanton_soup lmao I'm kinda mad now. Guess I'll stream that too tho. Trying to support Tariq Nasheed.,twitter.com/anyuser/status/717203045839454208
this was the worst tweet I seen all day. https://t.co/OxVC3xqNdC,twitter.com/anyuser/status/717203046825066498
@meganagostinho @dagostiinho love the variety of emotions,twitter.com/anyuser/status/717203046518890498
@ellouis very cool! Might be interesting to take submissions via Tumblr - easy to share / curate / follow there,twitter.com/anyuser/status/717203047307419649
@___Rebellious @KailLowry wtf did you do to your head?,twitter.com/anyuser/status/717203047328432130
Brian &amp; I aren't best friends anymore cuz he doesn't like bobs burgers,twitter.com/anyuser/status/717203047705931776
"Eww! A shower might be nice, Franco. #GH #LNSoapTweets https://t.co/a432Jw7C3T",twitter.com/anyuser/status/717203044992163840
Spring breakin https://t.co/yzYvUpl1OM,twitter.com/anyuser/status/717203044463734784
"I'm at HYPERSPACE MOUNTAIN - @disneyland in Anaheim, Calif https://t.co/aSy9pEMorZ",twitter.com/anyuser/status/717203047764664322
sleep isn't real,twitter.com/anyuser/status/717203048456695809
"Local dudes tried to open a speakeasy.  But they made it a little too authentic by skipping the liquor license. 
https://t.co/e3pJEvde6P",twitter.com/anyuser/status/717203048427352065
"@Recordpod I'm a big fan of @Roland_US gear so I say get it bro. If it's cheap and u got the money, why not?! #YupYup",twitter.com/anyuser/status/717203047814938626
11:11 make a wish: I wish to not be at work anymore,twitter.com/anyuser/status/717203048427347969
@kyleejewell3 @HiIarlous that was me at the prom shop,twitter.com/anyuser/status/717203048326684673
@madisonhxckey can you wait like 2 months &amp; then I will do that for u,twitter.com/anyuser/status/717203048121106434
Most unreal college basketball game I've ever seen,twitter.com/anyuser/status/717203048683192323
@joyvolkova ya viste Orange is The new black?,twitter.com/anyuser/status/717203048200871938
This Terry Richardson photo book is the tits.,twitter.com/anyuser/status/717203048951640064
Cutting you off,twitter.com/anyuser/status/717203048662175746
Journal Freelance 24/7 #journalism #photojournal #photopress ##freelancejournal #toshkani https://t.co/yemWcL11Sz,twitter.com/anyuser/status/717203046929993728
11:11 Andy black,twitter.com/anyuser/status/717203049299755012
now all your love was wasted,twitter.com/anyuser/status/717203049446510592
Little bit of a late start on the clock. Hmmm. https://t.co/AZeGeTogOI,twitter.com/anyuser/status/717203043998167042
"I've had some kind of hellish stomach virus for the past two and Madison, who fucking drinks after me still, is the picture of health",twitter.com/anyuser/status/717203049371078656
Tells you everything you need to know when the hottest wrestling crowd of the year is bored! #Raw,twitter.com/anyuser/status/717203049798885379
Me &amp;&amp; bay up watching YouTube of Jackson State Marching Band..,twitter.com/anyuser/status/717203049844981762
My late night thoughts would probably haunt most of y'all,twitter.com/anyuser/status/717203049870135296
@MaimieYelland hiya! what product is it for?,twitter.com/anyuser/status/717203050268590080
Basketball season is simultaneously the best and worst time of the year. So many emotions,twitter.com/anyuser/status/717203049958215681
people are so afraid to feel anything anymore and i think that's fucked up,twitter.com/anyuser/status/717203050163806209
Hypersonic jet travels a mile a second @CNN https://t.co/NSiPA6HfIg,twitter.com/anyuser/status/717203050247692288
I bet it was a superdelegate,twitter.com/anyuser/status/717203050549678080
What i feel about exercise  https://t.co/gBmdzQISri,twitter.com/anyuser/status/717203050709000196
i know who i am &amp; i know that im not no good. you can have me tonight or never. i thought you understood,twitter.com/anyuser/status/717203049949872133
I am very sad.,twitter.com/anyuser/status/717203051602423809
@michellelegro @Remember_Sarah I recommend aiming for a large muscle group like the quad or glute; estrogen is typically not blood soluble!,twitter.com/anyuser/status/717203050541281285
@iRap4Food you was on Twitter back then?,twitter.com/anyuser/status/717203051463983104
@CodySIO please come out for like 5 minutes I want to talk to you I gave you that bracelet,twitter.com/anyuser/status/717203051409498112
@kelly_clarkson @taylorswift13  Literally Laughed Out Loud!,twitter.com/anyuser/status/717203051640041472
The Jordan Crying face has been used soo much that the original looks photoshopped. #MarchMadness https://t.co/EcDGpG6lIl,twitter.com/anyuser/status/717203050851598336
@STAYGROOOVY you have hoes lol,twitter.com/anyuser/status/717203051635978241
The mighty dollar,twitter.com/anyuser/status/717203052248358913
"I have to drive in New Orleans during morning rush tomorrow. Pray for me. Pray for New Orleans, too :0)",twitter.com/anyuser/status/717203052055420928
No one tbh  https://t.co/1HPPgcZ6H0,twitter.com/anyuser/status/717203052026003456
"@LeoDiCaprio ""Lord says;You are Holy because I'am Holy, Jesus is our Holiness""Amen GM https://t.co/SpEAFPgBoy",twitter.com/anyuser/status/717203051287855105
@dbiz20 @MDGonzales Looks like he's still in command in 2016,twitter.com/anyuser/status/717203052483186688
@Jesscdiaz_ @lowkeygenesis stupidest logic I've ever heard. Does that make girls hoes if they have over 100 followers? Lmfao,twitter.com/anyuser/status/717203051812143105
How many days until late night? #RockChalk #NationalChampionship,twitter.com/anyuser/status/717203052642566144
Damn someone give him a hug &amp; a plate of warm cookies with milk.  He looks shaaaaaad https://t.co/YOn6fMibnK,twitter.com/anyuser/status/717203049958285312
like at this point I am over everything and everyone,twitter.com/anyuser/status/717203052583849984
Beautiful @AlanaKStewart @marwilliamson,twitter.com/anyuser/status/717203051224965120
I'm gonna let you https://t.co/AbW1JtfLz1,twitter.com/anyuser/status/717203052969721857
@BluesBro21 don't see me at some Dokken. #DreamWarriors,twitter.com/anyuser/status/717203053036900352
Why am I so weird in person. Messes up everything lol,twitter.com/anyuser/status/717203053145890820
yo it's literally insane how quickly my emotions can change at night,twitter.com/anyuser/status/717203053896724481
@lpols34 miss u too homie,twitter.com/anyuser/status/717203053150138369
I have an impressive amount of Parks &amp; Rec and Arrested Development gifs,twitter.com/anyuser/status/717203053330448384
"like this girl, don't know how to tell her.",twitter.com/anyuser/status/717203053833805826
It was a good National Championship and all.... But the Kansas/OU game was better...,twitter.com/anyuser/status/717203053955440642
I want you to take me serious,twitter.com/anyuser/status/717203054139932672
lies lies lies  https://t.co/fcNSb7cYVR,twitter.com/anyuser/status/717203052625793027
&amp; I love him for that  https://t.co/vuLgA76FOR,twitter.com/anyuser/status/717203053674422273
Not to be a sexist but nobody gives a fuck about the girls game lmao,twitter.com/anyuser/status/717203053968023552
I feel bad for the guy that has to clean up all of that. #FallonTonight @FallonTonight,twitter.com/anyuser/status/717203053477236738
someone pls hit me with a car,twitter.com/anyuser/status/717203055075311616
I'm so irate right now,twitter.com/anyuser/status/717203054001582080
"@gurocomplex please do not disturb, peaceful dreams",twitter.com/anyuser/status/717203054932570112
@Ksmooth__03 why tf are you in the trash?,twitter.com/anyuser/status/717203054773272577
tell shorty again.... https://t.co/8cmgOwtq8l,twitter.com/anyuser/status/717203055301754880
@playercoachmg alright just had to check in ya know,twitter.com/anyuser/status/717203055335358464
soon https://t.co/ueO5eW8AWa,twitter.com/anyuser/status/717203055343697920
"@debbie_hill1 @Earthmiles_ no, ill have to check it out!  Thanks for the suggestion",twitter.com/anyuser/status/717203054643298306
@11001111_10v7 you don't.,twitter.com/anyuser/status/717203055251431424
So like I'm supposed to do the dishes but I'm being super lazy and only doing them during commercials,twitter.com/anyuser/status/717203055670857728
@falsejacksonvp your breath stank like 34th street RT,twitter.com/anyuser/status/717203054530064384
"Want to sleep but 

Need

To

Register

For

Camp",twitter.com/anyuser/status/717203055561805824
We're #hiring! Read about our latest #job opening here: Occupational Therapist -... - https://t.co/i5InbxNfie https://t.co/aV4nlK7OQf,twitter.com/anyuser/status/717203055071113216
"No one I love more than you 
No one loves me more than you",twitter.com/anyuser/status/717203055163342850
Current trends need a * since clearly Crying Jordan should be up there if images counted. Also Paige but no Jenkins? https://t.co/Dequttpb4S,twitter.com/anyuser/status/717203054110629891
Happy birthday homie @bpask_,twitter.com/anyuser/status/717203056509718528
Going to attempt to get some sleep on this bright ass train.. Got a seat neighbor now... #phooey. https://t.co/hjYjxg0jug,twitter.com/anyuser/status/717203051694714880
So true!  Lol Repost from @lance_ss @ Wild 949 https://t.co/7MRRcYyyQF,twitter.com/anyuser/status/717203056098746368
"11:11 something positive this time, for me, not anyone else.",twitter.com/anyuser/status/717203056711098368
"I like peeing blood, this is fine.",twitter.com/anyuser/status/717203056933400578
I left the stadium before our press conference because I knew I'd cry - can't handle seeing our boys upset.,twitter.com/anyuser/status/717203056706863108
@KyeliNicole since gu got out,twitter.com/anyuser/status/717203057449242626
I'm just gonna stop giving a fuck anymore today,twitter.com/anyuser/status/717203058321698817
My friends that go to Villanova for grad school are LIT rn!!!!!!!!!!!,twitter.com/anyuser/status/717203057986117634
@J_Thomas_24 THAT'S WHAT I'M SAYING THE HELL DO THEY KNOW ABOUT BALL BEING LIFE!?!?!?,twitter.com/anyuser/status/717203058376187907
"@l_a_r_s_t ok! Makes sense, but try listening hard to Moon next time! Totally unhinged and perfect.",twitter.com/anyuser/status/717203058518843395
11:11 Jacob,twitter.com/anyuser/status/717203058292166657
Que agonia esse the walking dead,twitter.com/anyuser/status/717203058564939776
"@MileyCyrus OK, Disregarding all her show biz gimmicks of her past, Miley is truly knowledgeable &amp; worthy to be a coach on @NBCTheVoice",twitter.com/anyuser/status/717203058707599361
You a pedo https://t.co/CnMHnc5nrC,twitter.com/anyuser/status/717203058812436480
@DRUDGE_REPORT God help us put not only all Clintons behind us but even the memory of any Clinton,twitter.com/anyuser/status/717203058426515457
"#KrisJenkins, you my boy!",twitter.com/anyuser/status/717203058934038530
Indeed  https://t.co/khgxep2Bkc,twitter.com/anyuser/status/717203058481106946
#NovaNation baby!!!!,twitter.com/anyuser/status/717203059202457600
This Trevor Story kid for the Rockies is good!,twitter.com/anyuser/status/717203059143786496
#vinyl mix all #retro #oldschool   https://t.co/QzxjyWnXOU,twitter.com/anyuser/status/717203053984800768
@MacBuckets21 @NICKIRV @HoopVine y'all might need to have a 3 pt contest to settle this,twitter.com/anyuser/status/717203059571625985
@saahfiah786 ur dumb smh,twitter.com/anyuser/status/717203058799861761
There are some awful names on that stolen base leader board.,twitter.com/anyuser/status/717203060137803776
Cruz in the paint. 13-7 CFB.,twitter.com/anyuser/status/717203060238499840
Melissa McCarthy needs to stop,twitter.com/anyuser/status/717203059991035904
@alliahkittles @gingyyy_ hey let's all go Saturday,twitter.com/anyuser/status/717203060154634240
